web-scraper-order,web-scraper-start-url,Title,Date,Rating,Verified,Review
1587555567-3494,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable,"Reviewed in the United States on April 16, 2020",5.0 out of 5 stars,null,"These shoes are my airport shoes, I take a lot of connecting flights when  I travel and I'm usually hustling to the next gate (usually super far), but these shoes are so lightweight and comfortable on my feet. They are also very easy to take off when going through customs/security. [sometimes they let me keep them on]. All around I recommend these shoes."
1587555567-779,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Cute, comfy, and lightweight","Reviewed in the United States on February 10, 2020",5.0 out of 5 stars,Verified Purchase,Cute and comfy. Love they are light weight. Run true to size.
1587555567-1681,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,COMFY!!!,"Reviewed in the United States on April 3, 2019",5.0 out of 5 stars,Verified Purchase,"I love these shoes. This is now my third pair. I have the black ones, the lavender ones & now these. I loveee how they are stylish, look good with really any bottom & COMFORTABLE! It also I feel has ankle support."
1587555567-862,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfy,"Reviewed in the United States on April 7, 2020",5.0 out of 5 stars,Verified Purchase,Vet comfy shoes not for running but very comfortable.
1587555567-1696,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable Shoes,"Reviewed in the United States on November 15, 2019",5.0 out of 5 stars,Verified Purchase,Looking forward to wearing these in Disney World.
1587555567-714,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,They're comfortable!,"Reviewed in the United States on June 5, 2019",5.0 out of 5 stars,Verified Purchase,"Comfortable and lightweight. Less breathable than I expected and they get dirty easily, but they were worth the purchase."
1587555567-2238,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Shoes,"Reviewed in the United States on November 18, 2019",5.0 out of 5 stars,Verified Purchase,My daughter loves these shoes comfortable  and fits her great
1587555567-2672,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Good value and product,"Reviewed in the United States on February 28, 2020",5.0 out of 5 stars,Verified Purchase,"Accurate fit, description, and delivered in expected condition"
1587555567-2982,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Look nice,"Reviewed in the United States on December 16, 2019",5.0 out of 5 stars,Verified Purchase,Love this shoes
1587555567-1439,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Good, but not great","Reviewed in the United States on December 1, 2018",4.0 out of 5 stars,Verified Purchase,"Comfy, soft, light, but seem less quality than my other adidas."
1587555567-553,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"True to size, comfortable!!!","Reviewed in the United States on November 9, 2018",5.0 out of 5 stars,Verified Purchase,Most comfortable shoe ever. I keep em tied and slide them on and off. Very light which I love because I hate heavy shoes. I wear a size 9 and purchased a size 9 and they fit as they should. Easy to clean.
1587555567-2140,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,GREAT PURCHASE!,"Reviewed in the United States on January 3, 2020",5.0 out of 5 stars,Verified Purchase,These are my new favorite shoes! I even ordered another pair in a different color! SO lightweight and comfortable!!
1587555567-964,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great fit.,"Reviewed in the United States on February 1, 2020",5.0 out of 5 stars,Verified Purchase,Love the look and fit of this sneaker.
1587555567-230,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great fit and very comfortable.,"Reviewed in the United States on December 30, 2018",5.0 out of 5 stars,Verified Purchase,I’m very happy with these shoes. I bought the maroon and black pairs and the colors looked as expected. I wear a size 10 in sneakers and these fit perfectly. They are easier to get on than other no lace sneakers I’ve purchased in the past. The heel back is flexible and easy to move around as youre sliding your foot in. They fit snug and are soft. Very happy with my purchase.
1587555567-1351,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Very flexible and soft,"Reviewed in the United States on January 8, 2020",5.0 out of 5 stars,Verified Purchase,I use these for cardio workouts and they are great! Very soft and flexible. Only complaint with cardio is with mountain climbers the will slip off due to the laces being so far up. Would definitely recommend though!
1587555567-2152,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Five Stars,"Reviewed in the United States on April 22, 2018",5.0 out of 5 stars,Verified Purchase,So cute and comfortable!
1587555567-2556,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Fits to size, great shoe","Reviewed in the United States on January 8, 2020",5.0 out of 5 stars,Verified Purchase,"Love the color, fits well and very comfortable!"
1587555567-1730,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Love them,"Reviewed in the United States on March 11, 2019",5.0 out of 5 stars,Verified Purchase,I absolutely love these shoe's.
1587555567-880,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Love these!!!,"Reviewed in the United States on January 16, 2020",5.0 out of 5 stars,Verified Purchase,"First day wearing them and they fit absolutely perfect.  True to size.  I can already tell, no ""new shoe"" rubbing or blisters.  These shoes are going to be my new favorite."
1587555567-2317,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Yassss!!,"Reviewed in the United States on October 18, 2018",5.0 out of 5 stars,Verified Purchase,In love!!! True to it’s size and they’re real adidas!
1587555567-2060,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,So comfortable,"Reviewed in the United States on September 15, 2018",5.0 out of 5 stars,Verified Purchase,This sneaker fit true to size and is super comfy. Love to have them on. I could walk all day in them.
1587555567-3238,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable,"Reviewed in the United States on October 27, 2019",5.0 out of 5 stars,Verified Purchase,"Great shoe, instantly comfortable!"
1587555567-789,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great look and feel.,"Reviewed in the United States on August 14, 2018",5.0 out of 5 stars,Verified Purchase,"They look great and they’re super comfortable. Used them on a trip to Japan. Easy to take off and put back on, my feet felt okay through a really long trip and lots of layovers."
1587555567-2943,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Love them,"Reviewed in the United States on December 27, 2019",5.0 out of 5 stars,Verified Purchase,Love them! So comfy and cute to pair with casual outfits !
1587555567-751,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Insole died after 3 months.,"Reviewed in the United States on June 19, 2019",4.0 out of 5 stars,Verified Purchase,"Great color, awesome comfort,  while it lasted. Will be replacing the insole. Not made for long periods of wear."
1587555567-1125,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,New favorite!,"Reviewed in the United States on March 25, 2020",5.0 out of 5 stars,Verified Purchase,"These are my new to go to shoes! Love the quick convenience of a slip on. I wouldn’t wear them for jogging, but they are perfect for daily wear."
1587555567-3369,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,What I wanted,"Reviewed in the United States on January 5, 2019",4.0 out of 5 stars,Verified Purchase,The wife loved them.
1587555567-452,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Stylish Shoe,"Reviewed in the United States on March 7, 2020",3.0 out of 5 stars,Verified Purchase,The Adidas Cloudfoam Pure shoe is cool and stylish but they're definitely not for running. There is no arch support so if you do want to wear them for a light jog you will need insoles. I got a size 6.5 but they were a little loose. I'm not sure if a size 6 would have fit better. I ended up returning them.
1587555567-2852,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,I would buy these again and again,"Reviewed in the United States on December 15, 2019",5.0 out of 5 stars,Verified Purchase,Super comfortable
1587555567-1854,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,perfect,"Reviewed in the United States on March 18, 2019",5.0 out of 5 stars,Verified Purchase,fits great!! comfortable!!
1587555567-3071,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,It's like walking on clouds,"Reviewed in the United States on February 27, 2020",5.0 out of 5 stars,Verified Purchase,So comfortable!
1587555567-2581,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Good for errands,"Reviewed in the United States on February 22, 2020",5.0 out of 5 stars,Verified Purchase,Great for everyday errands but not for running
1587555567-2099,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Most comfortable Adidas shoes!!,"Reviewed in the United States on June 24, 2019",5.0 out of 5 stars,Verified Purchase,Love the look and comfort of these shoes.  I would buy another pair.
1587555567-3325,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Very comfortable and stylish,"Reviewed in the United States on June 19, 2019",5.0 out of 5 stars,Verified Purchase,Very comfortable and stylish
1587555567-502,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,pretty good,"Reviewed in the United States on April 4, 2020",4.0 out of 5 stars,Verified Purchase,these are pretty nice tennis shoes! they are not super durable but they are cushy and comfortable.
1587555567-3112,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Would order them again !,"Reviewed in the United States on February 17, 2020",5.0 out of 5 stars,Verified Purchase,Love how light they feel !
1587555567-1253,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Thank you,"Reviewed in the United States on October 23, 2019",5.0 out of 5 stars,Verified Purchase,Thank you great
1587555567-1096,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Run Big,"Reviewed in the United States on February 27, 2020",4.0 out of 5 stars,Verified Purchase,Love the color and look but they run big. Size down.
1587555567-1849,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Love these shoes!,"Reviewed in the United States on February 16, 2019",5.0 out of 5 stars,Verified Purchase,These shoes are incredibly comfortable and stylish.  I am normally a size 7 so I ordered that size.  They fit perfectly.
1587555567-1431,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great shoes!,"Reviewed in the United States on February 16, 2020",5.0 out of 5 stars,Verified Purchase,Got them for my girlfriend. She loves them! Super comfy and they fit great!
1587555567-1736,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Very comfortable and everything I expected!,"Reviewed in the United States on March 8, 2019",5.0 out of 5 stars,Verified Purchase,"I saw these shows at a store and fell in love with them! I didn’t think to look on amazon and once I found them they were almost $20 less that the store price! Authentic, everything I expected and soooo comfortable to walk in!"
